FPR,TPR,Threshold
0.0,0.0,inf
0.0,0.006578947368421052,0.2946127969771623
0.0,0.013157894736842105,0.2944374660650889
0.013157894736842105,0.013157894736842105,0.2930160462856293
0.013157894736842105,0.019736842105263157,0.29267509943909115
0.019736842105263157,0.019736842105263157,0.2913764146241275
0.019736842105263157,0.05263157894736842,0.28956123828887936
0.02631578947368421,0.05263157894736842,0.28946426510810846
0.02631578947368421,0.06578947368421052,0.28909112036228174
0.03289473684210526,0.06578947368421052,0.2889056801795959
0.03289473684210526,0.09210526315789473,0.28618633717882863
0.046052631578947366,0.09210526315789473,0.2853441123779003
0.046052631578947366,0.09868421052631579,0.28529541732536423
0.05921052631578947,0.09868421052631579,0.28447504022291725
0.05921052631578947,0.1118421052631579,0.2844027930498123
0.06578947368421052,0.1118421052631579,0.2841478838370396
0.06578947368421052,0.13815789473684212,0.28320737123489376
0.07894736842105263,0.13815789473684212,0.28250764310359955
0.07894736842105263,0.1513157894736842,0.28234267793595785
0.08552631578947369,0.1513157894736842,0.2823366305002799
0.08552631578947369,0.15789473684210525,0.28200410803159076
0.09210526315789473,0.15789473684210525,0.28179712394873296
0.09210526315789473,0.18421052631578946,0.28128873884677885
0.09868421052631579,0.18421052631578946,0.28115873436133065
0.09868421052631579,0.23026315789473684,0.279916278719902
0.11842105263157894,0.23026315789473684,0.2796051869789759
0.11842105263157894,0.23684210526315788,0.2793165200948715
0.13815789473684212,0.23684210526315788,0.2783829003572464
0.13815789473684212,0.24342105263157895,0.2781653934717178
0.14473684210526316,0.24342105263157895,0.2777637342611949
0.14473684210526316,0.26973684210526316,0.277549667202908
0.1513157894736842,0.26973684210526316,0.2774988487362861
0.1513157894736842,0.27631578947368424,0.2768003839254379
0.15789473684210525,0.27631578947368424,0.2765397618214289
0.15789473684210525,0.29605263157894735,0.2763828468322754
0.17105263157894737,0.29605263157894735,0.275711287345205
0.17105263157894737,0.3092105263157895,0.275507327914238
0.18421052631578946,0.3092105263157895,0.2751436405456983
0.18421052631578946,0.3157894736842105,0.27514348513093484
0.21052631578947367,0.3157894736842105,0.2744416979451974
0.21052631578947367,0.32894736842105265,0.27439588308334345
0.21710526315789475,0.32894736842105265,0.2739152188102404
0.21710526315789475,0.34210526315789475,0.2737392358481884
0.23026315789473684,0.34210526315789475,0.27283241723974544
0.23026315789473684,0.3618421052631579,0.27232777595520014
0.23684210526315788,0.3618421052631579,0.27218215540051455
0.23684210526315788,0.3684210526315789,0.2720902997255325
0.2565789473684211,0.3684210526315789,0.27147437058962304
0.2565789473684211,0.42105263157894735,0.27042884111404414
0.26973684210526316,0.42105263157894735,0.27008865773677826
0.26973684210526316,0.4276315789473684,0.2699837732315063
0.27631578947368424,0.4276315789473684,0.2699791466196378
0.27631578947368424,0.4473684210526316,0.26955081820487975
0.2894736842105263,0.4473684210526316,0.2694295565287272
0.2894736842105263,0.45394736842105265,0.2692885762453079
0.3157894736842105,0.45394736842105265,0.2686802426973979
0.3157894736842105,0.4605263157894737,0.2686229884624481
0.3355263157894737,0.4605263157894737,0.26803894961873687
0.3355263157894737,0.47368421052631576,0.2679361510276794
0.34868421052631576,0.47368421052631576,0.26783728599548334
0.34868421052631576,0.48026315789473684,0.2677860085207682
0.3684210526315789,0.48026315789473684,0.26730519905686373
0.3684210526315789,0.4934210526315789,0.2666809877444958
0.3815789473684211,0.4934210526315789,0.2664609047082754
0.3815789473684211,0.506578947368421,0.26621618866920466
0.40789473684210525,0.506578947368421,0.26551190391182894
0.40789473684210525,0.5197368421052632,0.26476233303546903
0.4342105263157895,0.5197368421052632,0.2641362436115741
0.4342105263157895,0.5263157894736842,0.26353563785552975
0.4407894736842105,0.5263157894736842,0.26334223896265024
0.4407894736842105,0.5328947368421053,0.26308767795562743
0.45394736842105265,0.5328947368421053,0.26279164229830104
0.45394736842105265,0.5394736842105263,0.2626862175762653
0.4605263157894737,0.5394736842105263,0.2624693827496634
0.4605263157894737,0.5460526315789473,0.26245483855406443
0.4868421052631579,0.5460526315789473,0.2617894627153873
0.4868421052631579,0.5526315789473685,0.2617720014282635
0.4934210526315789,0.5526315789473685,0.26132466395696
0.4934210526315789,0.5592105263157895,0.26117696500185766
0.5131578947368421,0.5592105263157895,0.26068348387877144
0.5131578947368421,0.5657894736842105,0.2606500017642974
0.5328947368421053,0.5657894736842105,0.26018588642279306
0.5328947368421053,0.5789473684210527,0.25983302605648834
0.5460526315789473,0.5789473684210527,0.25866832182957566
0.5460526315789473,0.5855263157894737,0.25838712006807324
0.5526315789473685,0.5855263157894737,0.25835030738796505
0.5526315789473685,0.6052631578947368,0.25734329395569283
0.5592105263157895,0.6052631578947368,0.2573071133631926
0.5592105263157895,0.625,0.2563213886959212
0.5855263157894737,0.625,0.2555121534637042
0.5855263157894737,0.6513157894736842,0.25444637462496755
0.5921052631578947,0.6513157894736842,0.25435149555022896
0.5921052631578947,0.6578947368421053,0.2533732610940933
0.6381578947368421,0.6578947368421053,0.2524521188302473
0.6381578947368421,0.6776315789473685,0.25096367299556727
0.6447368421052632,0.6776315789473685,0.2509068879096404
0.6447368421052632,0.6973684210526315,0.2498912815100107
0.6644736842105263,0.6973684210526315,0.24823036193847653
0.6644736842105263,0.7039473684210527,0.24812047183513639
0.6776315789473685,0.7039473684210527,0.2475921918948491
0.6776315789473685,0.7105263157894737,0.24741439700126644
0.6842105263157895,0.7105263157894737,0.24677968397736547
0.6842105263157895,0.7171052631578947,0.24606913447380063
0.6907894736842105,0.7171052631578947,0.24589324370026588
0.6907894736842105,0.7236842105263158,0.2457033801078796
0.6973684210526315,0.7236842105263158,0.24562275211016335
0.6973684210526315,0.7302631578947368,0.24494077903883793
0.7105263157894737,0.7302631578947368,0.24434366280382325
0.7105263157894737,0.7368421052631579,0.24429422020912167
0.7171052631578947,0.7368421052631579,0.2438370734453201
0.7171052631578947,0.743421052631579,0.24382343292236325
0.7368421052631579,0.743421052631579,0.2425839006900787
0.7368421052631579,0.756578947368421,0.24181215703487394
0.743421052631579,0.756578947368421,0.24144998192787168
0.743421052631579,0.7697368421052632,0.23989958481656182
0.7631578947368421,0.7697368421052632,0.239358361471783
0.7631578947368421,0.7894736842105263,0.23880072355270382
0.8157894736842105,0.7894736842105263,0.23739705292078161
0.8157894736842105,0.7960526315789473,0.23712892711162564
0.8223684210526315,0.7960526315789473,0.23698729053139683
0.8223684210526315,0.8026315789473685,0.23650054745376106
0.8289473684210527,0.8026315789473685,0.23548335706194237
0.8289473684210527,0.8092105263157895,0.2343808567523956
0.8355263157894737,0.8092105263157895,0.23387734343608216
0.8355263157894737,0.8157894736842105,0.23378992021083828
0.8421052631578947,0.8157894736842105,0.23293915131817688
0.8421052631578947,0.8223684210526315,0.2325121662020683
0.881578947368421,0.8223684210526315,0.23020159453153607
0.881578947368421,0.8355263157894737,0.22608029961585996
