FPR,TPR,Threshold
0.8881578947368421,0.8355263157894737,0.2258264445944836
0.8881578947368421,0.8486842105263158,0.22399525642395016
0.9078947368421053,0.8486842105263158,0.22211803384125228
0.9078947368421053,0.868421052631579,0.21969660818576808
0.9210526315789473,0.868421052631579,0.21426206951340035
0.9210526315789473,0.875,0.21333892599624743
0.9276315789473685,0.875,0.21318360790610308
0.9276315789473685,0.881578947368421,0.2094814437627792
0.9342105263157895,0.881578947368421,0.20937319907049334
0.9342105263157895,0.8881578947368421,0.2087451076507568
0.9539473684210527,0.8881578947368421,0.2045777432620525
0.9539473684210527,0.9276315789473685,0.19015359848737712
0.9605263157894737,0.9276315789473685,0.18936735652387138
0.9605263157894737,0.9342105263157895,0.18902808815240857
0.9671052631578947,0.9342105263157895,0.1884058791966665
0.9671052631578947,0.9473684210526315,0.18182186692953106
0.9736842105263158,0.9473684210526315,0.17910646655313342
0.9736842105263158,0.9736842105263158,0.1671694284677505
0.9802631578947368,0.9736842105263158,0.1636026653150717
0.9802631578947368,0.9802631578947368,0.1520493470809676
0.993421052631579,0.9802631578947368,0.1486589677462523
0.993421052631579,0.993421052631579,0.14260224878787991
1.0,0.993421052631579,0.10509372347344949
1.0,1.0,0.09943523213267323
